action,zoho_item_id,zoho_sku,zoho_name,zoho_category,zoho_brand,zoho_price,usage_signal,internal_id,internal_brand,internal_model,internal_match_method,zuper_id,zuper_name,zuper_match_method
NEW_INT_NEW_ZUPER,5385454000002911762,Q3030,Siemens 30/30,Breaker,Siemens,,in 2026 SO,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000009108706,Q22020CT2,"Siemens Q22020CT2 Quadplex Circuit Breaker, 2-Pole 20A-20A Inner-Outer Common-Trip, 120/240V AC, Plug-In, 10kA",Breaker,,219.91,in 2026 SO,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000009564753,Q22040CT,"Siemens Q22040CT Triplex Circuit Breaker, Single-Pole 20A, 2-Pole 40A Common-Trip, 120/240V AC, Plug-In, 10kA",Breaker,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000003115685,QO3040,"Siemens, 30/40 Quad",Breaker,Siemens,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000000477768,Q230,"Siemens, 30A  2P Breaker",Breaker,Siemens,14.28,in 2026 SO,(newly created),,,,(newly created),,
LINK_ALL,5385454000000155133,SIL-410 HC+,Silfab 410 HC,Module,,153.75,modified in 2026,cmn6t8q8d00050i8ocq52tahd,Silfab,SIL-410 HC+,model,9be769b2-1b88-468e-8729-e0f2f28483e9,SIL-410 HC+,sku
NEW_INT_NEW_ZUPER,5385454000000726325,068063 / 1369798,"Slip Meter Riser, 2"" Diameter, 2' Length, PVC",Electrical Component,,29.0051,in 2026 SO,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000016180379,Solalria 400 X,Solalria 400 X,Module,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000019806784,SE20K-USR81BNZ4,SolarEdge 20k,,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_LINK_ZUPER,5385454000018963096,SVC-042,SolarEdge Site Transfer,,,300,modified in 2026,(newly created),,,,5b39633a-0d15-4e53-a5cc-ad114c9effcf,SolarEdge Site Transfer,sku
NEW_INT_NEW_ZUPER,5385454000000155001,Powers-390R,Solaria 390R,Solar Component,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000016180322,Solaria 410 A,Solaria 410 A,Module,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000007119675,2007,"Splice Cap Insulator for 2006S, 100/Box",,,0.54908,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000002876676,2014,"Splice Cap Insulator for 2011S, 50PK",Other,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000000406027,HOMT220230,SQD HOM 30A 2P/20A 2P Quad breaker,Breaker,Square D,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000001220766,BHW-SQ-02-A1,Square-Bolt Bonding Hardware (Rail Bolts),Electrical Component,IRONRIDGE,1.69,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000003038951,2378796,"Strut: 1-5/8"" x 1-5/8"" x 10', Steel, Electro-Galvanized",,,,modified in 2026,(newly created),,,,(newly created),,
LINK_INT_NEW_ZUPER,5385454000019512029,HEPD80,Surge Protection Device; Whole House; 120/240 VAC; 1 Phase; Panel Mount,Electrical Component,,,in 2026 SO,cmnt1wwfc009n04jre8809tuw,Square D,HEPD80,sku,(newly created),,
NEW_INT_NEW_ZUPER,5385454000000155487,P2060713-00-B,Tesla Remote Meter CT Extensions,Tesla,,,in 2026 SO,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000016180241,Tesla T400,Tesla T400,Module,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000001217053,THQL21125,"THQL21125 Breaker, 125A, 2P, 120/240V, 10 kAIC, Q-Line Series",Breaker,,88.767,in 2026 SO,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000019901200,GRC250XCL,"Threaded Conduit Nipple, 2-1/2"" x Close, Steel",Electrical Component,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000001253738,304001D,Unirac L-foot,Solar Component,,,in 2026 SO,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000000135601,302045D,Unirac Mid Clamp,Clamp - Solar,Unirac,3.07,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000016055476,5341-0,"Weatherproof Box, 2 Gang, (3) 3/4"" Outlets, 2"" Deep, Aluminum Die Cast",Electrical Component,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000005622049,51489,"Weatherproof Box, 2 Gang, (5) 1"" Outlets, 2-5/8"" Deep, Aluminum Die Cast",Electrical Component,,17.39706,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000007436202,5175-0,"Weatherproof Cover, 2-Gang, Blank, Aluminum, Gray",,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000002582390,461700CWHT,White vinyl tape,Non-inventory,,1,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000000135551,81003936300 / ES20311H,"Wind Deflector 82"" (Ballast)",Solar Component,Unirac,19.12,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000018808882,1807000-20-y,XP -ESA,Tesla,,,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000000345177,XR-10-168B,XR10 14’ Black Rail,Solar Component,,35.99,modified in 2026,(newly created),,,,(newly created),,
NEW_INT_NEW_ZUPER,5385454000002582409,461700CYLW,Yellow vinyl tape,Non-inventory,,1,modified in 2026,(newly created),,,,(newly created),,
